,Preselections,n(good vertex) > 0,No b-tagged jets,Leading jet pT > 80 GeV,Leading jet |eta| < 2.4,"dPhi(MET,leading jet) > 2.0","dPhi(MET,all jets) > 0.75",OSSF,theta < 1.22 rad,BDT,m1,delta,ctau
sig_2018_Mchi-5p5_dMchi-1p0_ctau-10,0.011730608139643139,0.0024651699265575656,0.00227654066136081,0.002269393011540847,0.002159007279022623,0.0021270764906481314,0.001955784833190361,0.001955784833190361,0.0019129911933375527,0.0007912703463827487,5.0,0.2,10.0
sig_2018_Mchi-5p25_dMchi-0p5_ctau-10,0.009816107965878383,0.0016520237184346684,0.0015484101781645437,0.0015450686478660808,0.0014749100121247943,0.0014549226327439182,0.0013565067951511927,0.0013548487804991498,0.0013331466842552045,0.0003671402911400136,5.0,0.1,10.0
sig_2018_Mchi-11p0_dMchi-2p0_ctau-10,0.01688280809280463,0.00486813340319012,0.0045345968833421565,0.0045153371866280285,0.004348368704167479,0.004303425076531728,0.003989520633089833,0.003970284210106452,0.0039127405953575025,0.002090464464329657,10.0,0.2,10.0
sig_2018_Mchi-10p5_dMchi-1p0_ctau-10,0.0135416794061502,0.003186223821017483,0.00295141002575649,0.00295141002575649,0.0028143601862274867,0.002783445153833221,0.0025624280962278146,0.0025535984763116353,0.00251367283261951,0.0011561246547559466,10.0,0.1,10.0
sig_2018_Mchi-22p0_dMchi-4p0_ctau-10,0.023516539287386114,0.007567718481281339,0.007107046811323518,0.007085092480964082,0.006854545773489011,0.006799375173431796,0.00627157672175087,0.006205654031609726,0.006150663491629141,0.0035241755389472033,20.0,0.2,10.0
sig_2018_Mchi-21p0_dMchi-2p0_ctau-10,0.019580893020536342,0.0057764434958329745,0.0053870545980040626,0.0053870545980040626,0.0052007203843461485,0.005175345481422922,0.004743648291741009,0.004726709165488629,0.004624808897433777,0.002601175529463334,20.0,0.1,10.0
sig_2018_Mchi-33p0_dMchi-6p0_ctau-10,0.031297582386188495,0.010412045712255737,0.00976562996017186,0.009734228178562307,0.009466413974757198,0.00935628384672463,0.0087884877360682,0.008756941346895735,0.008693990184233101,0.005539747192520833,30.0,0.2,10.0
sig_2018_Mchi-31p5_dMchi-3p0_ctau-10,0.025433049453017314,0.008474443566456392,0.007871232748438237,0.007847053937728839,0.007702053885409199,0.007653665433710874,0.007110417541481315,0.007098303209517636,0.007001333452883099,0.0038134379443463236,30.0,0.1,10.0
sig_2018_Mchi-44p0_dMchi-8p0_ctau-10,0.038319654116254105,0.014502465158564586,0.013560329455671592,0.013538815270809813,0.013153938214395061,0.013047311930475267,0.01225455582417115,0.012190609226537174,0.012104917840652313,0.00717619270837307,40.0,0.2,10.0
sig_2018_Mchi-42p0_dMchi-4p0_ctau-10,0.03389704943308696,0.010890961159556067,0.010020310025165353,0.010002583097586597,0.009753536235545203,0.00964673282832597,0.0087769357898117,0.00875945345319987,0.008688068395997785,0.005150127124675679,40.0,0.1,10.0
sig_2018_Mchi-52p5_dMchi-5p0_ctau-10,0.04338780927220843,0.014219583108001614,0.013147152750099294,0.013104209740477322,0.012654203847304799,0.012568962473442451,0.01160343565068064,0.011517859212234886,0.011431815571060159,0.0064777195888786636,50.0,0.1,10.0
sig_2018_Mchi-55p0_dMchi-10p0_ctau-10,0.0492566238221032,0.01898837542542005,0.017347797956934134,0.017293542567306478,0.016568462132672816,0.016407197188392765,0.01492911519879701,0.014848087740238922,0.014283487801334758,0.007449606811046356,50.0,0.2,10.0
sig_2018_Mchi-66p0_dMchi-12p0_ctau-10,0.06173227625147985,0.023853519929509768,0.02227665301085632,0.02214171787378896,0.02136787429548711,0.02123274199786536,0.01941866387102794,0.019318386466707797,0.018478078519163724,0.010614563693850769,60.0,0.2,10.0
sig_2018_Mchi-63p0_dMchi-6p0_ctau-10,0.050136629403686815,0.01627785721208921,0.015320658274012118,0.015320658274012118,0.014589196602023053,0.014505313446118226,0.013157515693470765,0.01307381486222557,0.012794039053268045,0.007350904852147049,60.0,0.1,10.0
sig_2018_Mchi-77p0_dMchi-14p0_ctau-10,0.07072813672756988,0.027738566325767572,0.02570882055076135,0.02566612307653273,0.024973915293652556,0.024888616768934727,0.022989014375612037,0.02285929056749728,0.021221791352308336,0.012420414842446789,70.0,0.2,10.0
sig_2018_Mchi-73p5_dMchi-7p0_ctau-10,0.06182355200461003,0.02167881226453492,0.020033229223137737,0.019933929564078967,0.019079110464554613,0.018882007826067818,0.017073592184570382,0.017007419148444787,0.016447812853076452,0.008984270876663659,70.0,0.1,10.0
sig_2018_Mchi-84p0_dMchi-8p0_ctau-10,0.07614674087763372,0.027393308679764226,0.025114801850951756,0.02503905693649535,0.024051589792478307,0.023747024996202615,0.021695011807068437,0.021580597748916068,0.020555085223476266,0.010980978678271828,80.0,0.1,10.0
sig_2018_Mchi-88p0_dMchi-16p0_ctau-10,0.08417425622890581,0.03212475015444009,0.02995958391049718,0.029916365186060178,0.028747513598056055,0.02844410218090427,0.02658330128950779,0.026410470000234967,0.023769715176995204,0.013393321079115594,80.0,0.2,10.0
sig_2018_Mchi-99p0_dMchi-18p0_ctau-10,0.09794479392716897,0.03815376751694499,0.03550319272590475,0.035402509923847685,0.0339010341838679,0.033550271043437566,0.030398391005686025,0.03004828705884571,0.026040649117590523,0.014070629840176015,90.0,0.2,10.0
sig_2018_Mchi-94p5_dMchi-9p0_ctau-10,0.08526788234713645,0.0302876788910717,0.027885844463401276,0.027757389235946364,0.027282891255723415,0.02702599295477588,0.024324021289911006,0.02423768440337976,0.023162083048539662,0.012719334232003787,90.0,0.1,10.0
sig_2018_Mchi-110p0_dMchi-20p0_ctau-10,0.10901188799124473,0.04102969700944203,0.037715361118018785,0.037594485989522364,0.03669208963679597,0.03609241386776709,0.03332627815422952,0.03290387599513574,0.028864376061505964,0.013988886302581842,100.0,0.2,10.0
sig_2018_Mchi-105p0_dMchi-10p0_ctau-10,0.09292628607316378,0.03410908462323507,0.031573612704820016,0.03137031796653405,0.03035675884132615,0.03005733733569275,0.02696532105926923,0.02681266728352028,0.02483392843603454,0.012982223817981343,100.0,0.1,10.0
