,Preselections,0 < n(jet) < 3 & n(good vertex) > 0,computing BDT score,No b-tagged jets,Leading jet |eta| < 2.4,Leading jet pT > 80 GeV,"dPhi(MET,leading jet) > 1.5","dPhi(MET,all jets) > 0.75",BDT,m1,delta,ctau
sig_2018_Mchi-5p25_dMchi-0p5_ctau-10,714.5140519853093,64.2054781834833,64.2054781834833,53.526933794542316,50.45718963766438,50.45718963766438,50.45718963766438,48.848272137071895,4.38798387815612,5.0,0.1,10.0
sig_2018_Mchi-5p5_dMchi-1p0_ctau-10,1.316233055411246,0.14110674389918862,0.14110674389918862,0.11680053765505631,0.11025593405654212,0.11025593405654212,0.11025593405654212,0.10512455369446208,0.0252447071111481,5.0,0.2,10.0
sig_2018_Mchi-10p5_dMchi-1p0_ctau-10,570.8387453373728,59.685028914387175,59.685028914387175,50.818479869574354,47.9147487173635,47.9147487173635,47.9147487173635,46.49988549611616,11.323213234104008,10.0,0.1,10.0
sig_2018_Mchi-11p0_dMchi-2p0_ctau-10,0.7992495748335484,0.09968387919226188,0.09968387919226188,0.08294064562624599,0.07872549740658624,0.07872549740658624,0.07872549740658624,0.07678847909465686,0.03201369468693281,10.0,0.2,10.0
sig_2018_Mchi-22p0_dMchi-4p0_ctau-10,0.6649127447928724,0.09668056077818653,0.09668056077818653,0.08468044235142734,0.08011520799374348,0.08003777527304014,0.08003777527304014,0.07864494937704972,0.04234037716700527,20.0,0.2,10.0
sig_2018_Mchi-21p0_dMchi-2p0_ctau-10,511.1239935176306,62.661447544965945,62.661447544965945,54.36926506830989,52.374679889607016,52.374679889607016,52.374679889607016,51.73657335548289,16.106504708215102,20.0,0.1,10.0
sig_2018_Mchi-33p0_dMchi-6p0_ctau-10,1.0375719981216358,0.17997972963192593,0.17997972963192593,0.15676296808515638,0.15168120047219938,0.15139084078106993,0.15139084078106993,0.14950279096523617,0.09304749114617503,30.0,0.2,10.0
sig_2018_Mchi-31p5_dMchi-3p0_ctau-10,557.3544123767475,78.38052483713982,78.38052483713982,67.57406651967969,65.57355740885687,65.51944846096796,65.51944846096796,64.97845300283976,26.476498945811063,30.0,0.1,10.0
sig_2018_Mchi-42p0_dMchi-4p0_ctau-10,1487.9263889843664,212.8597637406166,212.8597637406166,183.64257041435584,176.37133406399326,176.37133406399326,176.37133406399326,174.81357232904452,77.53188175376052,40.0,0.1,10.0
sig_2018_Mchi-44p0_dMchi-8p0_ctau-10,48.30738871663618,9.442227783026272,9.442227783026272,8.086611492655889,7.782819589207654,7.777833188324088,7.777833188324088,7.693178713626886,4.653639534900973,40.0,0.2,10.0
sig_2018_Mchi-55p0_dMchi-10p0_ctau-10,0.05221232800608199,0.01116369641081036,0.01116369641081036,0.009530977151967287,0.009109826017889008,0.009109826017889008,0.009109826017889008,0.009001386101777756,0.005697342720125741,50.0,0.2,10.0
sig_2018_Mchi-52p5_dMchi-5p0_ctau-10,670.9295930021295,101.73342317238325,101.73342317238325,87.06724055245952,83.85994960724723,83.85994960724723,83.85994960724723,83.01941554588939,37.83443411769425,50.0,0.1,10.0
sig_2018_Mchi-63p0_dMchi-6p0_ctau-10,307.153199525969,48.087105946166574,48.087105946166574,41.37719385762189,39.79219763129384,39.74267657043225,39.74267657043225,39.29675263812723,17.68050316307456,60.0,0.1,10.0
sig_2018_Mchi-77p0_dMchi-14p0_ctau-10,0.01615458327130831,0.0036776495373094264,0.0036776495373094264,0.0031069451909132755,0.0030114499241152112,0.0030102836015549104,0.0030102836015549104,0.002963702854429355,0.0018325244283477042,70.0,0.2,10.0
sig_2018_Mchi-73p5_dMchi-7p0_ctau-10,220.5035143505257,37.37837342535901,37.37837342535901,32.07037961535448,30.880385255121176,30.864310803985017,30.864310803985017,30.478135995791014,15.488419325632208,70.0,0.1,10.0
sig_2018_Mchi-84p0_dMchi-8p0_ctau-10,177.4622552808515,31.016527012385115,31.016527012385115,26.752041720649952,25.843453705007292,25.832286799343148,25.832286799343148,25.61936853571243,12.737150482590579,80.0,0.1,10.0
sig_2018_Mchi-88p0_dMchi-16p0_ctau-10,0.01149650055662975,0.0027608336482289613,0.0027608336482289613,0.0023212023902207317,0.0022653469529330538,0.0022639095686338997,0.0022639095686338997,0.002230921707477436,0.0014648776195740458,80.0,0.2,10.0
sig_2018_Mchi-99p0_dMchi-18p0_ctau-10,0.009000436184912003,0.00220117950951737,0.00220117950951737,0.0018736042876594898,0.0018167637554832223,0.0018157127574326979,0.0018157127574326979,0.0017867761266189244,0.0011207632706708096,90.0,0.2,10.0
sig_2018_Mchi-94p5_dMchi-9p0_ctau-10,145.36761587059536,26.264266866212203,26.264266866212203,22.251713079696042,21.547812607996114,21.53631439618094,21.53631439618094,21.286202310412445,11.212134694523487,90.0,0.1,10.0
sig_2018_Mchi-110p0_dMchi-20p0_ctau-10,0.007012119419962636,0.001786320856349503,0.001786320856349503,0.0015192432616402752,0.0014745233933287248,0.001474145171533353,0.001474145171533353,0.0014491274471493953,0.0009141776697601739,100.0,0.2,10.0
sig_2018_Mchi-105p0_dMchi-10p0_ctau-10,121.83779718960989,22.740930721295907,22.740930721295907,19.5659763762895,19.00991685382715,19.00991685382715,19.00991685382715,18.793931737354175,9.78846921332328,100.0,0.1,10.0
