,Preselections,n(good vertex) > 0,No b-tagged jets,m1,delta,ctau
sig_2018_Mchi-5p5_dMchi-1p0_ctau-1,0.008763662502496298,0.006612198868175086,0.005663805126265277,5.0,0.2,1.0
sig_2018_Mchi-5p25_dMchi-0p5_ctau-1,0.00798908269542234,0.005945194781940204,0.005130784430331681,5.0,0.1,1.0
sig_2018_Mchi-11p0_dMchi-2p0_ctau-1,0.010215143894964229,0.008200227286680807,0.007080302691588126,10.0,0.2,1.0
sig_2018_Mchi-10p5_dMchi-1p0_ctau-1,0.009289377626114068,0.007344354910550351,0.00627471117261112,10.0,0.1,1.0
sig_2018_Mchi-22p0_dMchi-4p0_ctau-1,0.013055442217561958,0.010812347658851662,0.009353242804182002,20.0,0.2,1.0
sig_2018_Mchi-21p0_dMchi-2p0_ctau-1,0.01170682073523286,0.009429058066927431,0.008064510947718168,20.0,0.1,1.0
sig_2018_Mchi-33p0_dMchi-6p0_ctau-1,0.017071901906029047,0.01456962607603945,0.012675133766156225,30.0,0.2,1.0
sig_2018_Mchi-31p5_dMchi-3p0_ctau-1,0.014768538293440447,0.012080228814998878,0.010529490674114326,30.0,0.1,1.0
sig_2018_Mchi-44p0_dMchi-8p0_ctau-1,0.022328638764376747,0.019177452125176426,0.016450863355140285,40.0,0.2,1.0
sig_2018_Mchi-42p0_dMchi-4p0_ctau-1,0.01962310937031886,0.016492696627105466,0.014276141264329998,40.0,0.1,1.0
sig_2018_Mchi-52p5_dMchi-5p0_ctau-1,0.02432813992508951,0.020252601809232655,0.01746897626524786,50.0,0.1,1.0
sig_2018_Mchi-55p0_dMchi-10p0_ctau-1,0.028938229693327135,0.025337564512695965,0.02147297546574757,50.0,0.2,1.0
sig_2018_Mchi-63p0_dMchi-6p0_ctau-1,0.030073886709453594,0.025175113658364813,0.021725219008822277,60.0,0.1,1.0
sig_2018_Mchi-77p0_dMchi-14p0_ctau-1,0.04216370370952496,0.03652695697982969,0.03131431265067032,70.0,0.2,1.0
sig_2018_Mchi-73p5_dMchi-7p0_ctau-1,0.0360351765558472,0.030490609816622972,0.02601278147094401,70.0,0.1,1.0
sig_2018_Mchi-84p0_dMchi-8p0_ctau-1,0.04153772495941606,0.03543111965006427,0.030617999607315167,80.0,0.1,1.0
sig_2018_Mchi-99p0_dMchi-18p0_ctau-1,0.05784867150762163,0.05003437294321847,0.042678229608429055,90.0,0.2,1.0
sig_2018_Mchi-94p5_dMchi-9p0_ctau-1,0.048872664888312975,0.041868135264355455,0.036141393027688824,90.0,0.1,1.0
sig_2018_Mchi-110p0_dMchi-20p0_ctau-1,0.06410983637037637,0.05549420568297056,0.04742562492754165,100.0,0.2,1.0
sig_2018_Mchi-105p0_dMchi-10p0_ctau-1,0.05626132150046083,0.04851448698334731,0.0413155845207145,100.0,0.1,1.0
